customer_id,age,tenure_months,monthly_charges,total_charges,contract_type,payment_method,internet_service,tech_support,churn
CUST_1323,52,1,32.03,44.21,Two-Year,Credit Card,Fiber Optic,No,0
CUST_1324,42,8,24.69,172.37,Two-Year,Bank Transfer,DSL,No,0
CUST_1325,46,52,58.41,3037.6,One-Year,Credit Card,Fiber Optic,No,0
CUST_1326,35,47,23.67,1134.41,One-Year,Mailed Check,Fiber Optic,Yes,0
CUST_1327,63,56,115.73,6487.69,One-Year,Bank Transfer,DSL,Yes,1
CUST_1328,35,14,102.62,1440.41,One-Year,Electronic Check,DSL,No,1
CUST_1329,19,28,100.08,2822.26,One-Year,Electronic Check,DSL,No,1
CUST_1330,52,2,82.98,158.93,Month-to-Month,Bank Transfer,DSL,No,1
CUST_1331,33,26,41.63,1086.72,Month-to-Month,Mailed Check,Fiber Optic,Yes,1
CUST_1332,58,14,71.83,1011.4,Month-to-Month,Electronic Check,DSL,No,1
CUST_1333,53,59,79.73,4698.85,Month-to-Month,Electronic Check,DSL,Yes,1
CUST_1334,50,56,72.5,4055.66,Month-to-Month,Credit Card,Fiber Optic,Yes,1
CUST_1335,21,7,46.02,316.7,Month-to-Month,Credit Card,No,No,1
CUST_1336,50,3,71.52,215.43,One-Year,Mailed Check,Fiber Optic,No,1
CUST_1337,31,23,69.12,1595.23,Month-to-Month,Bank Transfer,DSL,No,1
CUST_1338,38,18,119.63,2154.57,Two-Year,Mailed Check,Fiber Optic,No,1
CUST_1339,65,38,109.74,4177.21,Month-to-Month,Bank Transfer,DSL,No,1
CUST_1340,37,15,66.34,975.41,Month-to-Month,Electronic Check,DSL,No,1
CUST_1341,25,64,82.29,5264.38,One-Year,Credit Card,No,No,1
CUST_1342,24,28,94.79,2643.89,One-Year,Mailed Check,Fiber Optic,No,1
CUST_1343,20,39,23.49,919.13,Month-to-Month,Mailed Check,DSL,No,1
CUST_1344,34,57,109.49,6243.8,Two-Year,Bank Transfer,DSL,No,1
CUST_1345,50,17,106.01,1801.01,Two-Year,Bank Transfer,DSL,Yes,1
CUST_1346,65,44,65.74,2897.66,Month-to-Month,Mailed Check,DSL,No,1
CUST_1347,29,25,59.12,1487.98,Month-to-Month,Bank Transfer,DSL,Yes,1
CUST_1348,68,17,47.3,803.49,Two-Year,Mailed Check,DSL,No,1
CUST_1349,39,13,67.67,869.19,One-Year,Mailed Check,Fiber Optic,No,1
CUST_1350,39,25,24.44,595.19,One-Year,Mailed Check,DSL,Yes,0
CUST_1351,63,68,105.22,7155.32,Two-Year,Electronic Check,Fiber Optic,Yes,1
CUST_1352,47,10,23.54,237.82,Month-to-Month,Bank Transfer,No,No,1
CUST_1353,55,67,52.91,3535.27,Month-to-Month,Credit Card,DSL,No,1
CUST_1354,55,18,113.16,2044.14,Month-to-Month,Credit Card,No,Yes,1
CUST_1355,62,34,93.52,3175.09,One-Year,Bank Transfer,Fiber Optic,No,0
CUST_1356,68,8,48.14,368.56,One-Year,Mailed Check,No,No,1
CUST_1357,25,40,45.26,1822.96,One-Year,Credit Card,No,No,0
CUST_1358,44,42,20.51,872.86,Month-to-Month,Credit Card,DSL,No,0
CUST_1359,44,41,89.57,3652.21,Month-to-Month,Bank Transfer,DSL,No,1
CUST_1360,51,6,24.88,143.65,Month-to-Month,Credit Card,Fiber Optic,,1
CUST_1361,38,52,73.26,3803.5,One-Year,Mailed Check,No,No,1
CUST_1362,47,26,116.21,3037.85,One-Year,Bank Transfer,DSL,No,1
CUST_1363,50,64,30.95,1979.81,Month-to-Month,Mailed Check,Fiber Optic,Yes,1
CUST_1364,45,59,109.45,6442.59,Two-Year,Credit Card,Fiber Optic,Yes,0
CUST_1365,64,56,119.15,6681.22,Month-to-Month,Credit Card,No,Yes,1
CUST_1366,50,59,26.15,1530.54,Two-Year,Mailed Check,No,No,0
CUST_1367,22,70,108.29,7577.7,Month-to-Month,Electronic Check,No,No,1
CUST_1368,65,33,71.61,2355.43,One-Year,Credit Card,DSL,No,1
CUST_1369,36,53,110.65,5858.85,Month-to-Month,Electronic Check,Fiber Optic,No,1
CUST_1370,21,22,77.13,1706.23,Two-Year,Credit Card,Fiber Optic,No,1
CUST_1371,52,21,86.21,1825.62,Month-to-Month,Electronic Check,Fiber Optic,Yes,1
CUST_1372,66,70,74.38,5193.86,Month-to-Month,Electronic Check,Fiber Optic,Yes,0
CUST_1373,34,70,106.45,7457.76,Month-to-Month,Electronic Check,Fiber Optic,No,1
CUST_1374,61,4,93.39,366.23,Month-to-Month,Mailed Check,Fiber Optic,Yes,1
CUST_1375,45,62,72.13,4465.04,Month-to-Month,Electronic Check,DSL,No,1
CUST_1376,47,62,106.82,6627.75,Two-Year,Electronic Check,No,No,0
CUST_1377,46,24,44.53,1058.44,Month-to-Month,Electronic Check,DSL,Yes,1
CUST_1378,63,55,35.73,1969.86,One-Year,Credit Card,No,No,1
CUST_1379,23,9,36.04,331.66,One-Year,Electronic Check,DSL,No,1
CUST_1380,52,3,53.4,155.87,One-Year,Credit Card,Fiber Optic,No,1
CUST_1381,58,31,43.87,1373.24,Month-to-Month,Electronic Check,Fiber Optic,Yes,1
CUST_1382,54,40,113.01,4507.67,Month-to-Month,Electronic Check,Fiber Optic,No,1
CUST_1383,41,36,30.58,1114.33,One-Year,Mailed Check,Fiber Optic,Yes,0
CUST_1384,46,24,89.9,2138.16,Two-Year,Credit Card,DSL,No,1
CUST_1385,66,6,38.92,260.52,Month-to-Month,Electronic Check,Fiber Optic,Yes,1
CUST_1386,63,66,108.16,7134.5,Month-to-Month,Credit Card,Fiber Optic,No,1
CUST_1387,48,4,116.13,452.9,Month-to-Month,Credit Card,Fiber Optic,No,1
CUST_1388,52,6,66.55,,Two-Year,Bank Transfer,No,No,1
CUST_1389,50,51,107.91,5492.95,Month-to-Month,Mailed Check,DSL,Yes,1
CUST_1390,69,62,20.51,1275.49,Month-to-Month,Mailed Check,DSL,Yes,0
CUST_1391,38,57,101.99,5827.11,Two-Year,Mailed Check,Fiber Optic,Yes,1
CUST_1392,49,66,42.86,2818.83,Month-to-Month,Bank Transfer,DSL,Yes,1
CUST_1393,40,8,110.87,892.75,Month-to-Month,Bank Transfer,DSL,Yes,0
CUST_1394,50,26,20.11,507.53,One-Year,Mailed Check,DSL,No,1
CUST_1395,20,51,75.62,3866.95,Two-Year,Bank Transfer,No,Yes,1
CUST_1396,35,45,95.66,4308.86,Month-to-Month,Bank Transfer,Fiber Optic,Yes,1
CUST_1397,42,44,45.87,2029.04,Month-to-Month,Bank Transfer,No,No,1
CUST_1398,59,5,39.31,195.33,Month-to-Month,Mailed Check,No,Yes,1
CUST_1399,48,70,28.41,1984.35,Month-to-Month,Mailed Check,Fiber Optic,Yes,0
CUST_1400,20,26,52.64,1376.8,One-Year,Mailed Check,DSL,Yes,0
CUST_1401,57,68,75.98,5153.56,Month-to-Month,Bank Transfer,No,No,1
CUST_1402,63,19,31.58,582.59,Month-to-Month,Mailed Check,Fiber Optic,Yes,1
CUST_1403,41,20,57.67,1153.35,Month-to-Month,Bank Transfer,DSL,No,0
CUST_1404,67,12,20.91,247.02,One-Year,Electronic Check,No,,0
CUST_1405,49,47,101.87,4793.43,One-Year,Bank Transfer,DSL,Yes,1
CUST_1406,64,1,32.84,43.76,Two-Year,Credit Card,Fiber Optic,No,1
CUST_1407,39,14,48.33,681.95,Month-to-Month,Mailed Check,DSL,Yes,1
CUST_1408,40,64,21.84,1407.88,Two-Year,Mailed Check,Fiber Optic,Yes,0
CUST_1409,19,38,63.22,2405.57,Two-Year,Credit Card,DSL,No,1
CUST_1410,44,37,104.01,3853.32,Month-to-Month,Bank Transfer,Fiber Optic,No,1
CUST_1411,59,11,59.22,650.25,Month-to-Month,Electronic Check,DSL,No,1
CUST_1412,19,3,37.95,118.5,Month-to-Month,Credit Card,DSL,Yes,1
CUST_1413,43,33,95.37,3148.88,Month-to-Month,Credit Card,DSL,No,1
CUST_1414,34,6,98.88,596.53,Month-to-Month,Bank Transfer,DSL,No,1
CUST_1415,57,50,37.38,1867.33,Month-to-Month,Mailed Check,DSL,Yes,1
CUST_1416,50,10,97.09,978.99,Month-to-Month,Bank Transfer,DSL,Yes,1
CUST_1417,26,5,114.73,566.55,Two-Year,Credit Card,Fiber Optic,Yes,1
CUST_1418,60,23,36.64,842.54,Month-to-Month,Credit Card,DSL,Yes,1
CUST_1419,65,10,97.1,984.12,Two-Year,Mailed Check,Fiber Optic,No,1
CUST_1420,56,44,90.86,3988.35,One-Year,Mailed Check,No,No,1
CUST_1421,46,2,67.36,113.1,Two-Year,Mailed Check,Fiber Optic,No,1
CUST_1422,59,13,25.79,338.93,One-Year,Bank Transfer,DSL,Yes,1
CUST_1423,43,40,27.47,1096.23,Month-to-Month,Mailed Check,DSL,No,0
CUST_1424,52,2,105.24,220.59,One-Year,Credit Card,DSL,Yes,1
CUST_1425,67,65,119.01,7734.34,Month-to-Month,Credit Card,Fiber Optic,Yes,1
CUST_1426,42,63,87.61,5513.39,Month-to-Month,Electronic Check,DSL,Yes,1
CUST_1427,41,17,64.6,1097.44,Two-Year,Bank Transfer,DSL,Yes,1
CUST_1428,30,9,84.76,773.77,Month-to-Month,Electronic Check,DSL,No,1
CUST_1429,24,15,79.44,1197.35,Month-to-Month,Credit Card,Fiber Optic,No,1
CUST_1430,53,24,58.36,1376.3,One-Year,Electronic Check,DSL,No,0
CUST_1431,62,38,26.56,1011.14,Two-Year,Credit Card,DSL,Yes,1
CUST_1432,37,35,102.15,3577.61,One-Year,Electronic Check,DSL,Yes,1
CUST_1433,18,49,57.18,2801.64,Month-to-Month,Mailed Check,DSL,Yes,0
CUST_1434,25,69,101.88,7023.61,One-Year,Electronic Check,DSL,No,0
CUST_1435,63,62,45.25,2817.45,Month-to-Month,Mailed Check,Fiber Optic,No,0
CUST_1436,33,60,20.1,1218.44,One-Year,Mailed Check,Fiber Optic,No,1
CUST_1437,31,50,35.89,1772.47,Two-Year,Bank Transfer,Fiber Optic,Yes,1
CUST_1438,29,9,66.85,593.67,One-Year,Mailed Check,Fiber Optic,No,1
CUST_1439,68,34,114.43,3889.17,Two-Year,Mailed Check,DSL,No,1
CUST_1440,40,35,30.22,1067.19,Month-to-Month,Electronic Check,DSL,No,1
CUST_1441,32,1,105.42,105.77,One-Year,Credit Card,Fiber Optic,No,1
CUST_1442,45,40,72.7,2901.16,Two-Year,Bank Transfer,No,No,0
CUST_1443,51,64,102.59,6572.86,Month-to-Month,Mailed Check,Fiber Optic,No,1
CUST_1444,19,22,49.84,1094.37,Two-Year,Bank Transfer,DSL,Yes,1
CUST_1445,49,60,103.99,6238.23,Month-to-Month,Electronic Check,DSL,No,1
CUST_1446,40,64,97.28,6225.65,One-Year,Mailed Check,Fiber Optic,Yes,1
CUST_1447,39,11,43.01,478.85,Two-Year,Electronic Check,Fiber Optic,No,1
CUST_1448,68,14,33.13,460.73,One-Year,Bank Transfer,DSL,No,1
CUST_1449,42,60,106.81,6415.47,Month-to-Month,Electronic Check,Fiber Optic,No,1
CUST_1450,39,30,116.32,3488.87,One-Year,Bank Transfer,No,No,1
CUST_1451,39,35,23.13,798.88,One-Year,Electronic Check,DSL,No,1
CUST_1452,66,37,93.13,3445.44,Two-Year,Bank Transfer,No,No,0
CUST_1453,69,5,110.95,544.6,Month-to-Month,Credit Card,Fiber Optic,No,1
CUST_1454,59,26,105.74,2749.65,Month-to-Month,Electronic Check,DSL,No,1
CUST_1455,23,62,116.45,7228.19,One-Year,Electronic Check,DSL,No,1
CUST_1456,32,4,96.01,,Month-to-Month,Credit Card,DSL,No,1
CUST_1457,60,42,64.23,2701.3,One-Year,Credit Card,Fiber Optic,No,1
CUST_1458,54,18,51.2,913.31,One-Year,Electronic Check,DSL,No,1
CUST_1459,50,40,52.07,2084.82,Two-Year,Credit Card,DSL,No,0
CUST_1460,25,39,92.44,3613.76,One-Year,Mailed Check,DSL,No,0
CUST_1461,61,14,94.58,1302.82,One-Year,Bank Transfer,Fiber Optic,Yes,1
CUST_1462,61,32,40.04,1270.14,Month-to-Month,Bank Transfer,No,Yes,0
CUST_1463,22,51,106.81,5443.62,Month-to-Month,Bank Transfer,Fiber Optic,No,1
CUST_1464,56,38,91.49,3479.77,Month-to-Month,Mailed Check,No,Yes,1
CUST_1465,21,23,76.28,1752.78,Month-to-Month,Credit Card,No,No,1
CUST_1466,23,63,67.15,4229.99,One-Year,Credit Card,No,No,0
CUST_1467,62,15,74.32,1135.23,One-Year,Electronic Check,DSL,No,1
CUST_1468,49,25,35.92,885.88,One-Year,Credit Card,DSL,No,1
CUST_1469,69,17,40.37,697.64,Two-Year,Electronic Check,No,No,0
CUST_1470,47,66,29.12,1918.42,Two-Year,Mailed Check,Fiber Optic,No,0
CUST_1471,64,53,35.37,1880.1,Two-Year,Bank Transfer,DSL,No,1
CUST_1472,52,51,65.37,3355.16,One-Year,Bank Transfer,DSL,Yes,1
CUST_1473,57,39,73.04,2855.45,One-Year,Bank Transfer,DSL,No,1
CUST_1474,69,51,21.79,1115.01,Month-to-Month,Credit Card,Fiber Optic,Yes,0
CUST_1475,33,70,99.68,6993.59,Month-to-Month,Electronic Check,DSL,No,0
CUST_1476,30,6,49.42,307.77,Month-to-Month,Electronic Check,No,No,1
CUST_1477,67,67,111.18,7441.07,Two-Year,Mailed Check,Fiber Optic,Yes,0
CUST_1478,59,7,116.75,820.2,Two-Year,Credit Card,No,No,1
CUST_1479,47,51,38.55,1948.88,Month-to-Month,Mailed Check,Fiber Optic,No,1
CUST_1480,36,42,66.21,2775.42,Month-to-Month,Electronic Check,Fiber Optic,Yes,0
CUST_1481,34,64,20.12,1290.82,Two-Year,Electronic Check,Fiber Optic,No,0
CUST_1482,36,15,79.83,1191.43,Month-to-Month,Bank Transfer,Fiber Optic,Yes,1
CUST_1483,45,29,80.73,2343.9,Month-to-Month,Credit Card,No,Yes,1
CUST_1484,43,33,44.75,1476.62,Two-Year,Electronic Check,Fiber Optic,No,0
CUST_1485,54,27,75.84,2053.04,Month-to-Month,Bank Transfer,DSL,No,1
CUST_1486,43,36,42.55,,Month-to-Month,Credit Card,Fiber Optic,No,1
CUST_1487,40,29,36.08,1036.92,One-Year,Mailed Check,DSL,No,0
CUST_1488,26,38,85.15,3250.48,Two-Year,Credit Card,DSL,No,1
CUST_1489,29,57,52.59,2992.67,One-Year,Credit Card,Fiber Optic,No,0
CUST_1490,18,27,79.03,2140.41,Month-to-Month,Electronic Check,Fiber Optic,Yes,1
CUST_1491,18,55,63.32,3496.95,Month-to-Month,Electronic Check,No,Yes,0
CUST_1492,64,33,118.44,3910.15,Month-to-Month,Credit Card,Fiber Optic,Yes,1
CUST_1493,51,68,34.96,2368.72,One-Year,Electronic Check,DSL,Yes,0
CUST_1494,49,66,66.46,4384.57,One-Year,Electronic Check,Fiber Optic,No,1
CUST_1495,65,10,88.05,890.68,Month-to-Month,Electronic Check,DSL,Yes,1
CUST_1496,42,5,59.55,299.81,Two-Year,Bank Transfer,Fiber Optic,Yes,1
CUST_1497,57,38,117.47,4451.81,Month-to-Month,Bank Transfer,DSL,Yes,1
CUST_1498,62,13,92.19,1204.44,Month-to-Month,Credit Card,Fiber Optic,No,1
CUST_1499,18,31,85.7,2664.4,Month-to-Month,Electronic Check,No,No,0
