house_id,square_feet,bedrooms,bathrooms,year_built,garage_cars,neighborhood,condition,price
HOUSE_487,703,1,3.5,2012,1,Highlands,Fair,237432.8
HOUSE_488,853,1,3.5,1951,2,Suburbs,Excellent,286244.25
HOUSE_489,3898,5,2.0,2021,1,Downtown,Good,704007.58
HOUSE_490,3783,5,4.0,1960,2,Downtown,Good,654883.9
HOUSE_491,3157,2,2.5,2013,1,Waterfront,Good,615252.68
HOUSE_492,2096,3,1.0,2021,0,Suburbs,Good,392734.39
HOUSE_493,698,3,3.0,1970,1,Highlands,Good,275339.62
HOUSE_494,2800,4,4.0,1967,3,Highlands,Excellent,616532.31
HOUSE_495,2484,2,4.0,2013,2,Suburbs,Good,490262.72
HOUSE_496,3561,2,2.0,1987,3,Suburbs,Good,627418.93
HOUSE_497,2519,2,1.5,1981,1,Suburbs,Excellent,474868.58
HOUSE_498,1477,2,1.5,1960,1,Suburbs,Good,276005.89
HOUSE_499,937,3,2.0,1994,2,Suburbs,Fair,281172.76
HOUSE_500,4377,3,3.5,1982,1,Highlands,Fair,680026.9
HOUSE_501,3469,2,1.5,1990,2,Suburbs,Fair,547228.18
HOUSE_502,3834,4,2.5,1957,0,Highlands,Good,665912.66
HOUSE_503,4391,1,1.0,1960,1,Suburbs,Good,594468.85
HOUSE_504,1556,1,4.0,2000,1,Suburbs,Fair,291529.15
HOUSE_505,2304,4,4.0,1990,1,Suburbs,Excellent,473177.78
HOUSE_506,760,2,2.5,1966,2,Suburbs,Good,192759.17
HOUSE_507,2203,3,1.5,1995,1,Highlands,Good,426740.95
HOUSE_508,3448,1,4.0,1981,1,Downtown,Good,555297.3
HOUSE_509,997,5,3.0,2003,1,Suburbs,Good,275900.82
HOUSE_510,1900,5,1.0,1969,1,Downtown,Fair,378590.46
HOUSE_511,1415,4,1.0,1982,2,Suburbs,Good,345956.93
HOUSE_512,2127,2,4.0,2023,2,Suburbs,Excellent,459946.1
HOUSE_513,2519,1,2.0,1989,3,Suburbs,Good,484462.1
HOUSE_514,2015,2,4.0,1981,2,Waterfront,Good,513369.8
HOUSE_515,1758,1,2.0,1951,1,Suburbs,Good,314524.51
HOUSE_516,1818,4,4.0,1982,2,Highlands,Fair,421314.14
HOUSE_517,1000,4,3.0,1979,1,Suburbs,Fair,283563.13
HOUSE_518,1239,5,3.5,1982,1,Suburbs,Good,301981.65
HOUSE_519,3704,2,1.0,1975,2,Downtown,Good,609736.19
HOUSE_520,3335,5,4.0,1971,0,Downtown,Fair,574295.98
HOUSE_521,1059,2,3.0,2015,3,Suburbs,Excellent,367911.28
HOUSE_522,1554,5,2.0,1987,1,Suburbs,Excellent,358690.13
HOUSE_523,1069,3,2.0,1995,2,Downtown,Good,291903.25
HOUSE_524,4046,3,1.0,1964,2,Downtown,Excellent,684650.71
HOUSE_525,1645,3,2.5,1993,2,Downtown,Good,364091.3
HOUSE_526,3397,3,4.0,1998,2,Waterfront,Excellent,741620.16
HOUSE_527,2293,1,1.5,2010,2,Suburbs,Fair,362981.55
HOUSE_528,2685,3,2.0,2016,0,Suburbs,Excellent,520204.36
HOUSE_529,2877,4,3.5,1955,2,Downtown,Excellent,536426.92
HOUSE_530,4036,4,3.5,1958,1,Suburbs,Good,644527.5
HOUSE_531,1162,1,2.0,1955,2,Downtown,Excellent,314080.77
HOUSE_532,3085,3,2.5,2022,2,Downtown,Good,566380.7
HOUSE_533,2399,3,2.5,1981,2,Suburbs,Good,458230.66
HOUSE_534,3954,3,3.0,1990,0,Downtown,Good,638991.06
HOUSE_535,2674,5,3.5,1957,0,Downtown,Good,475008.95
HOUSE_536,825,2,3.0,2021,2,Downtown,Fair,262586.13
HOUSE_537,3948,5,3.5,1999,0,Downtown,Good,625894.36
HOUSE_538,1397,2,4.0,2011,0,Downtown,Excellent,383181.25
HOUSE_539,4280,3,4.0,2011,0,Suburbs,Fair,621279.93
HOUSE_540,2931,3,1.5,1956,3,Highlands,Good,540903.6
HOUSE_541,3526,5,4.0,1953,2,Suburbs,Excellent,632933.79
HOUSE_542,1559,5,1.5,1955,1,Suburbs,Excellent,374058.57
HOUSE_543,2104,2,4.0,2007,1,Downtown,Excellent,466528.86
HOUSE_544,1052,4,1.0,1971,1,Waterfront,Good,344803.81
HOUSE_545,3667,2,4.0,1975,2,Suburbs,Excellent,647336.77
HOUSE_546,1415,5,3.0,1952,2,Downtown,Good,371776.45
HOUSE_547,1258,5,2.0,1990,1,Suburbs,Fair,312863.9
HOUSE_548,4187,1,3.0,2009,1,Downtown,Good,675371.69
HOUSE_549,1146,5,2.0,1963,0,Suburbs,Good,228530.7
HOUSE_550,1815,1,2.5,1961,2,Suburbs,Good,346519.72
HOUSE_551,3720,4,3.0,1961,2,Highlands,Good,667511.72
HOUSE_552,4183,2,2.5,1962,1,Suburbs,Good,584142.92
HOUSE_553,616,2,1.5,1974,0,Highlands,Fair,185017.99
HOUSE_554,3843,1,1.5,1994,0,Waterfront,Good,648377.32
HOUSE_555,1843,2,1.0,1968,3,Downtown,Good,373197.58
HOUSE_556,2805,5,4.0,2004,1,Downtown,Good,574146.5
HOUSE_557,3124,3,3.0,1994,2,Suburbs,Fair,567864.17
HOUSE_558,1669,1,2.5,1957,2,Suburbs,Fair,318924.17
HOUSE_559,4044,2,2.0,2002,1,Suburbs,Good,586074.52
HOUSE_560,3165,1,1.5,2004,1,Waterfront,Excellent,644551.75
HOUSE_561,2746,1,4.0,1981,1,Highlands,Good,533543.33
HOUSE_562,2368,3,1.5,2000,2,Suburbs,Good,452830.21
HOUSE_563,1660,5,2.0,1993,2,Suburbs,Good,415874.51
HOUSE_564,2927,1,4.0,2019,2,Highlands,Good,620746.76
HOUSE_565,4020,2,4.0,1967,2,Waterfront,Excellent,790592.74
HOUSE_566,3144,4,2.5,1971,0,Highlands,Good,555312.71
HOUSE_567,901,1,2.5,1986,3,Downtown,Fair,292047.21
HOUSE_568,780,1,3.0,2005,2,Suburbs,Good,248222.2
HOUSE_569,1206,3,3.0,2008,1,Downtown,Fair,320717.58
HOUSE_570,3770,5,3.5,1952,3,Downtown,Good,661214.64
HOUSE_571,1299,4,3.5,1977,2,Downtown,Good,399565.33
HOUSE_572,1592,2,1.0,2023,2,Suburbs,Fair,311979.28
HOUSE_573,1739,4,1.5,1984,2,Suburbs,Good,408189.19
HOUSE_574,790,2,3.0,2010,2,Downtown,Good,302296.6
HOUSE_575,2900,5,2.5,2003,2,Suburbs,Excellent,551417.35
HOUSE_576,1580,2,2.0,2012,1,Suburbs,Excellent,375391.23
HOUSE_577,3575,3,2.5,1956,1,Suburbs,Fair,479299.34
HOUSE_578,2606,3,1.5,1998,3,Downtown,Good,528757.7
HOUSE_579,1784,3,3.5,1980,1,Suburbs,Good,385210.79
HOUSE_580,3927,3,2.5,2007,1,Highlands,Good,660031.1
HOUSE_581,3994,4,1.0,2010,1,Downtown,Good,665368.69
HOUSE_582,727,5,1.5,1973,1,Downtown,Excellent,345493.94
HOUSE_583,2665,2,3.5,1969,2,Suburbs,Excellent,485356.33
HOUSE_584,2416,2,2.0,1986,3,Waterfront,Good,520247.31
HOUSE_585,2358,3,3.5,1953,1,Suburbs,Good,447401.59
HOUSE_586,3213,3,4.0,1969,1,Suburbs,Good,580824.68
HOUSE_587,1169,1,1.0,2009,1,Suburbs,Good,252572.39
HOUSE_588,1946,5,1.5,1973,2,Suburbs,Good,426206.58
HOUSE_589,2495,4,2.0,1999,2,Downtown,Good,537136.9
HOUSE_590,3333,2,1.0,1998,1,Suburbs,Good,499797.89
HOUSE_591,4463,1,3.5,2000,2,Waterfront,Good,776427.35
HOUSE_592,1225,1,1.0,1985,2,Suburbs,Fair,273771.86
HOUSE_593,3959,2,1.5,2015,2,Highlands,Excellent,753205.36
HOUSE_594,3501,4,3.0,1983,3,Highlands,Fair,660592.02
HOUSE_595,2286,1,1.0,1985,1,Downtown,Good,370324.64
HOUSE_596,3609,1,4.0,1955,2,Waterfront,Good,705756.53
HOUSE_597,4310,5,1.0,1988,1,Downtown,Fair,669325.73
HOUSE_598,754,4,3.5,1991,2,Suburbs,Fair,257901.56
HOUSE_599,3137,1,3.5,2007,2,Downtown,Fair,553598.45
